shock_kind,union_blend,shock_blend,gmin,wf_union,wf_shock,ho_union,ho_shock,wf_ph_r2,wf_ec_r2,wf_ph_mae,wf_ec_mae,ho_ph_r2,ho_ec_r2,ho_ph_mae,ho_ec_mae,sep21_ec_mae,min_wf,min_ho,ok_hold
huber,1.0,0.8,2.25,2,0,1,3,0.9505558835155431,0.9481007862944115,0.2621242018448865,0.15014216129319985,0.9409807948147708,0.9597086106634057,0.30522184154791465,0.15623058327690256,0.5460822317138803,0.9481007862944115,0.9409807948147708,True
huber,1.0,0.8,2.5,2,0,1,3,0.9505558835155431,0.9481007862944115,0.2621242018448865,0.15014216129319985,0.9409807948147708,0.9597086106634057,0.30522184154791465,0.15623058327690256,0.5460822317138803,0.9481007862944115,0.9409807948147708,True
huber,1.0,0.8,3.0,2,0,1,3,0.9505558835155431,0.9481007862944115,0.2621242018448865,0.15014216129319985,0.9409807948147708,0.9597086106634057,0.30522184154791465,0.15623058327690256,0.5460822317138803,0.9481007862944115,0.9409807948147708,True
huber,1.0,0.8,3.5,2,0,1,3,0.9505558835155431,0.9481007862944115,0.2621242018448865,0.15014216129319985,0.9409807948147708,0.9597086106634057,0.30522184154791465,0.15623058327690256,0.5460822317138803,0.9481007862944115,0.9409807948147708,True
huber,1.0,0.8,4.0,2,0,1,3,0.9505558835155431,0.9481007862944115,0.2621242018448865,0.15014216129319985,0.9409807948147708,0.9597086106634057,0.30522184154791465,0.15623058327690256,0.5460822317138803,0.9481007862944115,0.9409807948147708,True
huber,1.0,0.8,5.0,2,0,1,3,0.9505558835155431,0.9481007862944115,0.2621242018448865,0.15014216129319985,0.9409807948147708,0.9597086106634057,0.30522184154791465,0.15623058327690256,0.5460822317138803,0.9481007862944115,0.9409807948147708,True
ridge,1.0,0.8,2.25,2,0,1,3,0.9505558835155431,0.9481007862944115,0.2621242018448865,0.15014216129319985,0.9532919852335541,0.9400493672506646,0.2843412413812441,0.18766540031246742,0.8604304020695288,0.9481007862944115,0.9400493672506646,True
ridge,1.0,0.8,2.5,2,0,1,3,0.9505558835155431,0.9481007862944115,0.2621242018448865,0.15014216129319985,0.9532919852335541,0.9400493672506646,0.2843412413812441,0.18766540031246742,0.8604304020695288,0.9481007862944115,0.9400493672506646,True
ridge,1.0,0.8,3.0,2,0,1,3,0.9505558835155431,0.9481007862944115,0.2621242018448865,0.15014216129319985,0.9532919852335541,0.9400493672506646,0.2843412413812441,0.18766540031246742,0.8604304020695288,0.9481007862944115,0.9400493672506646,True
ridge,1.0,0.8,3.5,2,0,1,3,0.9505558835155431,0.9481007862944115,0.2621242018448865,0.15014216129319985,0.9532919852335541,0.9400493672506646,0.2843412413812441,0.18766540031246742,0.8604304020695288,0.9481007862944115,0.9400493672506646,True
