mae,rmse,naive_mae,r2,aug22_mae,aug22_rmse,aug22_n,sep21_pred,sep21_err,err_20250817_124000,pred_20250817_124000,err_20250819_173000,pred_20250819_173000,err_20250821_130000,pred_20250821_130000,err_20250820_120000,pred_20250820_120000,err_20250814_162000,pred_20250814_162000,err_20250821_150000,pred_20250821_150000,experiment,runtime_s,n_estimators,learning_rate,max_depth,min_child_weight,subsample,colsample_bytree,reg_alpha,reg_lambda
0.19205448432135339,0.48315598308374874,0.24989794871794865,0.8312914099759785,0.4017262889742233,0.6001820700531503,11,0.6193038227096249,3.6106961772903756,1.588151083511271,1.091848916488729,0.8121545222570004,2.1661545222570004,0.5721756705472409,1.310175670547241,0.5147285603351511,1.4266285603351512,0.058051642883244714,2.4619483571167553,0.23641740163838465,0.5914025983616154,cfg33,20.013487815856934,650,0.02,5,4,0.72,0.75,1.0,2.0
0.2071421836025589,0.48778935417808195,0.24989794871794865,0.8280401302386595,0.401882413909726,0.5690101511869607,11,0.5983536551485102,3.6316463448514904,1.4718566678877925,1.2081433321122077,0.8526818893884189,2.206681889388419,0.5271647105422554,1.2651647105422554,0.36623302110404066,1.2781330211040407,0.34607577709238546,2.8660757770923855,0.13590123136353827,0.6919187686364617,cfg29,13.509520292282104,320,0.045,5,1,0.72,0.75,1.0,2.0
0.19806509299045838,0.4842897248416039,0.24989794871794865,0.8304987202725211,0.4030054130105878,0.6006523211578323,11,0.6319933842591847,3.5980066157408155,1.5593371100726845,1.1206628899273157,0.9065982267248547,2.2605982267248548,0.5387450658040469,1.276745065804047,0.41822942912891203,1.330129429128912,0.35918653196511974,2.8791865319651198,0.19658469872925477,0.6312353012707452,cfg23,12.317166328430176,320,0.045,4,2,0.72,0.75,1.0,2.0
0.19240746820122334,0.47467657471329716,0.24989794871794865,0.8371611331354933,0.4069740023157919,0.593819876336262,11,0.6975023201260026,3.5324976798739978,1.5064894739906236,1.1735105260093766,0.9287137726652244,2.2827137726652245,0.5619780827127017,1.2999780827127017,0.4309110943573152,1.3428110943573153,0.3734954466831333,2.8934954466831333,0.1951654554638632,0.6326545445361368,cfg20,12.88247537612915,320,0.045,4,1,0.72,0.75,1.0,2.0
0.2007704123066074,0.4964691958331287,0.24989794871794865,0.8218658907568797,0.41340559169620744,0.6111655852170168,11,0.6834749703936778,3.5465250296063227,1.6001229023169938,1.0798770976830063,0.874189281277264,2.228189281277264,0.5881001434909232,1.3261001434909232,0.4559516367290978,1.3678516367290978,0.3317679247716283,2.8517679247716283,0.2172590904414986,0.6105609095585014,cfg14,12.78120756149292,320,0.045,3,2,0.72,0.75,1.0,2.0
0.21810938703284444,0.5269807820915606,0.24989794871794865,0.7992978488495682,0.4219947435971135,0.6644723699228429,11,0.5919160171859488,3.6380839828140514,1.7251486542173904,0.9548513457826098,0.8866105237327453,2.2406105237327454,0.514214245864689,1.252214245864689,0.8336337291843888,1.7455337291843889,0.03383547914168705,2.553835479141687,0.3240757838677164,0.5037442161322836,cfg01,12.309620141983032,450,0.03,2,1,0.72,0.75,1.0,2.0
0.21403608476663757,0.5206034167621912,0.24989794871794865,0.8041261317393276,0.42239989417207385,0.6630967699652767,11,0.6177311719100332,3.612268828089967,1.7629640370266364,0.9170359629733638,0.8345729576019103,2.1885729576019104,0.5215097817345875,1.2595097817345875,0.7815332722178102,1.6934332722178103,0.0003127252460704,2.5203127252460704,0.2923644255392903,0.5354555744607097,cfg00,13.763813972473145,650,0.02,2,1,0.72,0.75,1.0,2.0
0.2204624812356416,0.5287825506927822,0.24989794871794865,0.7979230851346171,0.42432557054879577,0.6590224819133053,11,0.6001701668744148,3.6298298331255854,1.730819300668522,0.9491806993314782,0.8913921821594335,2.2453921821594336,0.4857159112510179,1.2237159112510179,0.7718135206861353,1.6837135206861353,0.038872299976360214,2.5588722999763602,0.32832273090255143,0.49949726909744857,cfg07,12.365971326828003,450,0.03,2,4,0.72,0.75,1.0,2.0
0.2195941010148199,0.527123738658451,0.24989794871794865,0.7991889432380683,0.42496915626776366,0.6645743630843648,11,0.5948140992954362,3.635185900704564,1.7158448567301132,0.9641551432698869,0.8873039332184063,2.2413039332184064,0.5074697293562083,1.2454697293562083,0.8506228322480577,1.7625228322480577,0.0773481344093514,2.5973481344093514,0.3334782644056223,0.4943417355943777,cfg04,12.64146089553833,450,0.03,2,2,0.72,0.75,1.0,2.0
0.20497329588650387,0.5088274425599185,0.24989794871794865,0.8128871886317329,0.4252726818704958,0.6368379833288302,11,0.6250186678361227,3.6049813321638777,1.6559075003632833,1.024092499636717,0.9335235496296299,2.28752354962963,0.5847899109620074,1.3227899109620074,0.5804217428066624,1.4923217428066624,0.17234304924841837,2.6923430492484184,0.23618491762514005,0.59163508237486,cfg17,13.434762716293335,320,0.045,3,4,0.72,0.75,1.0,2.0
