timestamp,ph_true,ph_pred,ph_naive,gap_hours,ec_true,ec_pred,ec_naive
2025-09-16 10:00:00,7.94,8.554369702339173,8.14,1.1666666666666667,0.414,0.3201810091831887,0.183
2025-09-16 12:10:00,9.5,8.337917330265046,7.94,2.1666666666666665,0.302,0.3633836260978631,0.414
2025-09-16 13:50:00,9.88,9.666252627968788,9.5,1.6666666666666667,0.309,0.3827494695023804,0.302
2025-09-17 08:50:00,8.3,8.34967649459839,9.88,19.0,0.215,0.22289881385809487,0.309
2025-09-17 11:50:00,8.88,9.090289580821992,8.3,3.0,0.128,0.30653071161706236,0.215
2025-09-17 13:30:00,9.78,9.419188027381898,8.88,1.6666666666666667,0.333,0.24757162392138599,0.128
2025-09-17 15:20:00,9.85,10.064288257360458,9.78,1.8333333333333333,0.221,0.24536871494312334,0.333
2025-09-18 07:10:00,7.76,7.7943802833557125,9.85,15.833333333333334,0.47,0.3074474499682035,0.221
2025-09-18 09:40:00,6.97,8.346059446138673,7.76,2.5,0.795,0.5474890504567953,0.47
2025-09-18 10:30:00,6.71,7.321081252098083,6.97,0.8333333333333334,0.968,0.7100259224303221,0.795
2025-09-18 12:00:00,7.27,6.751453540325165,6.71,1.5,0.98,0.9475235060449253,0.968
2025-09-18 13:10:00,7.08,7.437990699410438,7.27,1.1666666666666667,0.662,0.9818395196060484,0.98
2025-09-18 14:10:00,6.65,7.2482819575071336,7.08,1.0,0.709,0.7855069350430739,0.662
2025-09-18 15:10:00,6.8,6.506410548090935,6.65,1.0,0.68,0.5649649099175219,0.709
2025-09-21 06:30:00,6.19,6.063783514499664,6.8,63.333333333333336,0.501,0.6983189123782987,0.68
2025-09-21 07:20:00,4.75,5.235653861105018,6.19,0.8333333333333334,4.23,4.588660435824759,0.501
2025-09-21 08:40:00,4.75,4.539767637848854,4.75,1.3333333333333333,4.97,4.828937213362511,4.23
2025-09-21 10:30:00,5.17,5.215439349412918,4.75,1.8333333333333333,4.52,4.431068803033169,4.97
2025-09-21 11:40:00,5.25,5.513894720077515,5.17,1.1666666666666667,4.4,4.621546891347385,4.52
2025-09-21 13:40:00,5.33,5.614254951477051,5.25,2.0,4.53,4.408464351934458,4.4
2025-09-21 15:30:00,5.4,5.675180243253708,5.33,1.8333333333333333,3.87,3.8004000207135675,4.53
