timestamp,train_class_acc,train_class_f1_macro,train_n_drop,train_n_stable,train_n_jump,experiment
2025-09-14 11:30:00,0.9465648854961832,0.945138336712967,31,70,30,proba_feature_t25|base
2025-09-14 12:20:00,0.946969696969697,0.9453764440993982,31,71,30,proba_feature_t25|base
2025-09-14 15:10:00,0.9477611940298507,0.9470578228299574,33,71,30,proba_feature_t25|base
2025-09-14 18:00:00,0.9416058394160584,0.9407617845117845,33,73,31,proba_feature_t25|base
2025-09-15 08:10:00,0.9219858156028369,0.922938322938323,36,74,31,proba_feature_t25|base
2025-09-15 12:00:00,0.9315068493150684,0.9313215538349547,36,77,33,proba_feature_t25|base
2025-09-15 14:10:00,0.9470198675496688,0.9460567258035613,36,80,35,proba_feature_t25|base
2025-09-15 15:30:00,0.9483870967741935,0.9473974585085697,36,82,37,proba_feature_t25|base
2025-09-15 17:40:00,0.9433962264150944,0.9414272646714119,36,85,38,proba_feature_t25|base
2025-09-16 06:40:00,0.9447852760736196,0.9424423908835361,36,88,39,proba_feature_t25|base
2025-09-16 08:50:00,0.9285714285714286,0.9273953079888301,40,89,39,proba_feature_t25|base
2025-09-16 10:00:00,0.9248554913294798,0.922524705552671,40,93,40,proba_feature_t25|base
2025-09-16 12:10:00,0.9325842696629213,0.9307597317705739,41,96,41,proba_feature_t25|base
2025-09-16 13:50:00,0.9344262295081968,0.9320586606122543,42,99,42,proba_feature_t25|base
2025-09-17 08:50:00,0.93048128342246,0.928961238500885,45,100,42,proba_feature_t25|base
2025-09-17 11:50:00,0.9267015706806283,0.9268055555555555,49,100,42,proba_feature_t25|base
2025-09-17 13:30:00,0.9278350515463918,0.9277846790890271,49,102,43,proba_feature_t25|base
2025-09-17 15:20:00,0.9289340101522843,0.9290105898366224,51,102,44,proba_feature_t25|base
2025-09-18 07:10:00,0.92,0.9192904911541605,51,102,47,proba_feature_t25|base
2025-09-18 09:40:00,0.9166666666666666,0.9141184336532758,51,102,51,proba_feature_t25|base
2025-09-18 10:30:00,0.9186602870813397,0.9158322419992899,51,103,55,proba_feature_t25|base
2025-09-18 12:00:00,0.9018691588785047,0.8984126984126984,51,105,58,proba_feature_t25|base
2025-09-18 13:10:00,0.9041095890410958,0.9018767970380873,53,106,60,proba_feature_t25|base
2025-09-18 14:10:00,0.8928571428571429,0.8891505384256875,54,108,62,proba_feature_t25|base
2025-09-18 15:10:00,0.8820960698689956,0.87648189651271,55,111,63,proba_feature_t25|base
2025-09-21 06:30:00,0.8869565217391304,0.8833234926258182,56,111,63,proba_feature_t25|base
2025-09-21 07:20:00,0.8831168831168831,0.8778704056631742,56,111,64,proba_feature_t25|base
2025-09-21 08:40:00,0.8793103448275862,0.874986606565554,56,112,64,proba_feature_t25|base
2025-09-21 10:30:00,0.8851063829787233,0.8801477833006074,56,114,65,proba_feature_t25|base
2025-09-21 11:40:00,0.8781512605042017,0.8722610372373726,56,117,65,proba_feature_t25|base
2025-09-21 13:40:00,0.8884297520661157,0.8823847547853664,56,121,65,proba_feature_t25|base
2025-09-21 15:30:00,0.8866396761133604,0.8799048044027963,56,126,65,proba_feature_t25|base
2025-08-14 12:30:00,1.0,1.0,9,12,16,proba_feature_t18|cfg19_balanced
2025-08-14 16:20:00,1.0,1.0,9,13,16,proba_feature_t18|cfg19_balanced
2025-08-17 08:10:00,1.0,1.0,10,13,16,proba_feature_t18|cfg19_balanced
2025-08-17 12:40:00,1.0,1.0,10,13,17,proba_feature_t18|cfg19_balanced
2025-08-18 08:30:00,1.0,1.0,11,13,17,proba_feature_t18|cfg19_balanced
2025-08-18 14:40:00,0.9767441860465116,0.9786453119786452,11,14,18,proba_feature_t18|cfg19_balanced
2025-08-19 12:30:00,0.9772727272727273,0.9786453119786452,12,14,18,proba_feature_t18|cfg19_balanced
2025-08-19 17:30:00,0.9777777777777777,0.9786453119786452,13,14,18,proba_feature_t18|cfg19_balanced
2025-08-20 12:00:00,0.9787234042553191,0.9786453119786452,15,14,18,proba_feature_t18|cfg19_balanced
2025-08-20 12:20:00,1.0,1.0,17,15,18,proba_feature_t18|cfg19_balanced
2025-08-21 13:00:00,1.0,1.0,17,16,18,proba_feature_t18|cfg19_balanced
2025-08-21 15:00:00,0.9807692307692307,0.9803751803751805,17,17,18,proba_feature_t18|cfg19_balanced
2025-08-25 09:00:00,1.0,1.0,18,17,18,proba_feature_t18|cfg19_balanced
2025-08-25 16:00:00,1.0,1.0,18,18,18,proba_feature_t18|cfg19_balanced
2025-08-26 12:00:00,0.9818181818181818,0.981929181929182,18,19,18,proba_feature_t18|cfg19_balanced
2025-08-26 16:30:00,0.9824561403508771,0.9827242524916944,18,21,18,proba_feature_t18|cfg19_balanced
2025-08-27 11:40:00,1.0,1.0,19,21,18,proba_feature_t18|cfg19_balanced
2025-08-27 14:10:00,1.0,1.0,19,22,19,proba_feature_t18|cfg19_balanced
2025-08-28 13:30:00,1.0,1.0,19,23,20,proba_feature_t18|cfg19_balanced
2025-08-28 15:00:00,1.0,1.0,21,23,20,proba_feature_t18|cfg19_balanced
2025-08-31 08:20:00,1.0,1.0,21,24,20,proba_feature_t18|cfg19_balanced
2025-08-31 12:30:00,1.0,1.0,21,25,20,proba_feature_t18|cfg19_balanced
2025-09-01 08:30:00,0.9852941176470589,0.9844625112917796,21,25,22,proba_feature_t18|cfg19_balanced
2025-09-01 12:30:00,0.9855072463768116,0.9844625112917796,21,26,22,proba_feature_t18|cfg19_balanced
2025-09-02 08:30:00,0.9859154929577465,0.9851851851851853,23,26,22,proba_feature_t18|cfg19_balanced
2025-09-02 15:00:00,0.9861111111111112,0.9855003940110323,23,26,23,proba_feature_t18|cfg19_balanced
2025-09-03 09:00:00,0.972972972972973,0.9715151515151516,23,27,24,proba_feature_t18|cfg19_balanced
2025-09-03 15:20:00,0.9736842105263158,0.9715151515151516,23,29,24,proba_feature_t18|cfg19_balanced
2025-09-07 08:50:00,0.974025974025974,0.9725812828857325,23,30,24,proba_feature_t18|cfg19_balanced
2025-09-07 15:30:00,0.9871794871794872,0.9861050803300042,24,30,24,proba_feature_t18|cfg19_balanced
2025-09-08 09:30:00,0.9625,0.9614347683708578,24,31,25,proba_feature_t18|cfg19_balanced
2025-09-08 13:50:00,0.9876543209876543,0.9866613311991462,25,31,25,proba_feature_t18|cfg19_balanced
2025-09-09 08:30:00,0.9759036144578314,0.9750863531995607,25,32,26,proba_feature_t18|cfg19_balanced
2025-09-09 14:10:00,0.9880952380952381,0.986907970735464,25,33,26,proba_feature_t18|cfg19_balanced
2025-09-09 15:40:00,0.9651162790697675,0.9637787190347837,25,35,26,proba_feature_t18|cfg19_balanced
2025-09-09 18:40:00,0.9662921348314607,0.965784832451499,28,35,26,proba_feature_t18|cfg19_balanced
2025-09-10 07:50:00,0.956989247311828,0.9565800865800865,28,38,27,proba_feature_t18|cfg19_balanced
2025-09-10 11:30:00,0.96875,0.9676274944567628,28,41,27,proba_feature_t18|cfg19_balanced
2025-09-10 13:50:00,0.96,0.960942760942761,28,45,27,proba_feature_t18|cfg19_balanced
2025-09-10 15:50:00,0.9714285714285714,0.9714233376076203,28,50,27,proba_feature_t18|cfg19_balanced
2025-09-11 07:50:00,0.9541284403669725,0.9535384441044817,28,54,27,proba_feature_t18|cfg19_balanced
2025-09-11 11:20:00,0.9646017699115044,0.9657206990540325,32,54,27,proba_feature_t18|cfg19_balanced
2025-09-11 13:30:00,0.9658119658119658,0.9662643512871116,32,57,28,proba_feature_t18|cfg19_balanced
2025-09-11 14:10:00,0.9752066115702479,0.9753331315039153,32,60,29,proba_feature_t18|cfg19_balanced
2025-09-11 17:20:00,0.96,0.9593934002626341,32,63,30,proba_feature_t18|cfg19_balanced
2025-09-11 18:10:00,0.9612403100775194,0.9601410934744269,32,66,31,proba_feature_t18|cfg19_balanced
2025-09-14 08:30:00,0.9538461538461539,0.953152583854919,33,66,31,proba_feature_t18|cfg19_balanced
2025-09-14 11:30:00,0.9465648854961832,0.9460253908724628,33,66,32,proba_feature_t18|cfg19_balanced
2025-09-14 12:20:00,0.946969696969697,0.9462852999043018,33,67,32,proba_feature_t18|cfg19_balanced
2025-09-14 15:10:00,0.9701492537313433,0.9701425001688392,35,67,32,proba_feature_t18|cfg19_balanced
2025-09-14 18:00:00,0.9708029197080292,0.9705756929637527,35,69,33,proba_feature_t18|cfg19_balanced
2025-09-15 08:10:00,0.9645390070921985,0.9647871526653433,38,69,34,proba_feature_t18|cfg19_balanced
2025-09-15 12:00:00,0.958904109589041,0.9590791476407915,38,72,36,proba_feature_t18|cfg19_balanced
2025-09-15 14:10:00,0.9536423841059603,0.9533707150020336,38,75,38,proba_feature_t18|cfg19_balanced
2025-09-15 15:30:00,0.9548387096774194,0.954379525269537,38,77,40,proba_feature_t18|cfg19_balanced
2025-09-15 17:40:00,0.949685534591195,0.9493109388458225,38,79,42,proba_feature_t18|cfg19_balanced
2025-09-16 06:40:00,0.950920245398773,0.950265709301854,38,82,43,proba_feature_t18|cfg19_balanced
2025-09-16 08:50:00,0.9226190476190477,0.9219919711139518,42,83,43,proba_feature_t18|cfg19_balanced
2025-09-16 10:00:00,0.9190751445086706,0.9189720269573566,42,85,46,proba_feature_t18|cfg19_balanced
2025-09-16 12:10:00,0.9044943820224719,0.9037409908953175,44,87,47,proba_feature_t18|cfg19_balanced
2025-09-16 13:50:00,0.8961748633879781,0.8956527298796574,46,89,48,proba_feature_t18|cfg19_balanced
2025-09-17 08:50:00,0.8877005347593583,0.8884697450584368,49,90,48,proba_feature_t18|cfg19_balanced
2025-09-17 11:50:00,0.8952879581151832,0.8951076182384594,53,90,48,proba_feature_t18|cfg19_balanced
2025-09-17 13:30:00,0.9072164948453608,0.9066666666666666,53,92,49,proba_feature_t18|cfg19_balanced
2025-09-17 15:20:00,0.9086294416243654,0.9071928607190225,55,92,50,proba_feature_t18|cfg19_balanced
2025-09-18 07:10:00,0.91,0.9082765760872088,55,92,53,proba_feature_t18|cfg19_balanced
2025-09-18 09:40:00,0.8921568627450981,0.8891646456896981,55,92,57,proba_feature_t18|cfg19_balanced
2025-09-18 10:30:00,0.8947368421052632,0.8941120607787273,55,92,62,proba_feature_t18|cfg19_balanced
2025-09-18 12:00:00,0.8925233644859814,0.8915181453546369,55,93,66,proba_feature_t18|cfg19_balanced
2025-09-18 13:10:00,0.867579908675799,0.866463272387951,57,94,68,proba_feature_t18|cfg19_balanced
2025-09-18 14:10:00,0.8794642857142857,0.8760354085262577,58,96,70,proba_feature_t18|cfg19_balanced
2025-09-18 15:10:00,0.8602620087336245,0.8569793411501955,59,99,71,proba_feature_t18|cfg19_balanced
2025-09-21 06:30:00,0.8739130434782608,0.8716042911161471,60,99,71,proba_feature_t18|cfg19_balanced
2025-09-21 07:20:00,0.8701298701298701,0.8672245174992192,60,99,72,proba_feature_t18|cfg19_balanced
2025-09-21 08:40:00,0.8620689655172413,0.8586329856039031,60,100,72,proba_feature_t18|cfg19_balanced
2025-09-21 10:30:00,0.8595744680851064,0.8550558866614493,60,102,73,proba_feature_t18|cfg19_balanced
2025-09-21 11:40:00,0.8571428571428571,0.852559845294976,60,105,73,proba_feature_t18|cfg19_balanced
2025-09-21 13:40:00,0.8553719008264463,0.8510181027422407,60,109,73,proba_feature_t18|cfg19_balanced
2025-09-21 15:30:00,0.8582995951417004,0.8522878325833991,61,113,73,proba_feature_t18|cfg19_balanced
2025-08-14 12:30:00,1.0,1.0,9,12,16,proba_feature_t18|cfg39_aug_focus
2025-08-14 16:20:00,1.0,1.0,9,13,16,proba_feature_t18|cfg39_aug_focus
2025-08-17 08:10:00,1.0,1.0,10,13,16,proba_feature_t18|cfg39_aug_focus
2025-08-17 12:40:00,1.0,1.0,10,13,17,proba_feature_t18|cfg39_aug_focus
2025-08-18 08:30:00,1.0,1.0,11,13,17,proba_feature_t18|cfg39_aug_focus
2025-08-18 14:40:00,0.9767441860465116,0.9786453119786452,11,14,18,proba_feature_t18|cfg39_aug_focus
2025-08-19 12:30:00,0.9772727272727273,0.9786453119786452,12,14,18,proba_feature_t18|cfg39_aug_focus
2025-08-19 17:30:00,0.9777777777777777,0.9786453119786452,13,14,18,proba_feature_t18|cfg39_aug_focus
2025-08-20 12:00:00,0.9787234042553191,0.9786453119786452,15,14,18,proba_feature_t18|cfg39_aug_focus
2025-08-20 12:20:00,1.0,1.0,17,15,18,proba_feature_t18|cfg39_aug_focus
2025-08-21 13:00:00,1.0,1.0,17,16,18,proba_feature_t18|cfg39_aug_focus
